prop_speaking
0.623
0.618
0.609
0.6915
0.649
0.611
0.6054999999999999
0.5780000000000001
0.575
0.5934999999999999
0.596
0.5880000000000001
0.5980000000000001
0.6015
0.639
0.6295
0.6035
0.614
0.6585
0.698
0.7185
0.7135
0.6855
0.689
0.7110000000000001
0.755
0.6984999999999999
0.719
0.8375
0.871
0.8875
0.9464999999999999
0.9165
0.94
0.9595
0.9444999999999999
0.9119999999999999
0.867
0.7894999999999999
0.7655
0.7785
0.7645
0.8054999999999999
0.7685
0.708
0.6809999999999999
0.7625
0.8009999999999999
0.825
0.943
